,id,word,confidence,positivity,negativity,sense
228241,14085708-n,انسفالوپاتی,0.24,0.125,0.5,1
228242,14085708-n,بیماری‌های مغزی,0.24,0.125,0.5,1
228243,14085708-n,بیماری مغزی,1.0,0.125,0.5,1
228248,14087513-n,سوء صرع بزرگ,0.29,0.0,0.5,0
228249,14087513-n,تعمیم صرع,0.24,0.0,0.5,0
228250,14088127-n,خرده به صرع,0.24,0.125,0.5,1
228252,14088758-n,فقدان پیچیده,0.6,0.0,0.625,0
228258,14089974-n,صرع روانی,0.24,0.0,0.5,0
228259,14089974-n,صرع لوب تمپورال,1.0,0.0,0.5,0
228260,14089974-n,تمپورال لوب صرع,0.72,0.0,0.5,0
228266,14091254-n,آتاکسی,0.41,0.0,0.625,0
228267,14091254-n,موتور آتاکسی,0.24,0.0,0.625,0
228268,14091254-n,ناهماهنگی حرکتی,0.39,0.0,0.625,0
228269,14091757-n,آتاکسی مخچه ارثی,0.6,0.0,0.625,0
228277,14093723-n,تحریک شدگی زیاد,0.6,0.5,0.25,1
228284,14094350-n,فلج رعشه‌ای,0.85,0.0,0.5,0
228285,14094350-n,اختلال مزمن عصبی که با سختی عضلات بدن و لرزش مشخص میشود,0.5,0.0,0.5,0
228286,14094350-n,بیماری پارکینسن,1.0,0.0,0.5,0
228287,14094350-n,فلج تشنجی,1.0,0.0,0.5,0
228288,14094350-n,تکان دادن به فلج,0.24,0.0,0.5,0
228294,14095273-n,فلج شل,0.6,0.0,0.625,0
228295,14095742-n,جنون رقص,0.6,0.0,0.5,0
228298,14096123-n,زبان پریشی نحوی,0.6,0.0,0.5,0
228305,14097432-n,آفاکی,0.6,0.0,0.625,0
228308,14097893-n,زبان پریشی شنیداری,1.0,0.0,0.5,0
228309,14097893-n,صوتی و آفازی,0.24,0.0,0.5,0
228310,14097893-n,واژه‌کری,1.0,0.0,0.5,0
228318,14098663-n,اسمی آفازی,0.24,0.0,0.5,0
228319,14098663-n,مبتلا به فراموشی آفازی,0.51,0.0,0.5,0
228320,14098663-n,زبان پریشی یاد زدایشی,1.0,0.0,0.5,0
228322,14099050-n,زبان پریشی دیداری,1.0,0.125,0.5,1
228323,14099050-n,ناخوانی,0.54,0.125,0.5,1
228324,14099050-n,واژه کوری,0.24,0.125,0.5,1
228332,14099933-n,ادراک پریشی اگنوزی,0.6,0.25,0.5,1
228334,14100243-n,ادراک پریشی شنیداری,0.6,0.125,0.5,1
228335,14100370-n,ادراک پریشی دیداری,0.6,0.0,0.5,0
228348,14103018-n,ورم پای نوزاد همراه با درد بهنگام زایمان,1.0,0.0,0.5,0
228349,14103018-n,پا سفید,0.24,0.0,0.5,0
228350,14103018-n,ورم سفیدران زنان,0.34,0.0,0.5,0
228351,14103018-n,اماس سیاهرگ‌های نفاسی,0.32,0.0,0.5,0
228352,14103180-n,هپاتومگالی,0.6,0.0,0.625,0
228361,14104522-n,فشار خون خیلی پایین,0.6,0.0,0.5,0
228365,14105386-n,ثانویه فشار خون بالا,0.6,0.5,0.25,1
228380,14108039-n,درد شدید در اثر گرفتگی رگ‌های جلوی قلب,0.24,0.0,0.5,0
228381,14108039-n,ورم گلو,0.7,0.0,0.5,0
228382,14173625-n,ورم گلو,0.6,0.0,0.75,0
228383,14108039-n,گلودرد,0.59,0.0,0.5,0
228384,14173484-n,گلودرد,1.0,0.0,0.5,0
228399,14111133-n,کاردیومیوپاتی هیپرتروفیک,0.6,0.0,0.75,0
228400,14111540-n,ضرباهنگ چهارنعل,0.6,0.5,0.0,1
228401,14111715-n,پرولاپس دریچه میترال,0.6,0.0,0.75,0
228405,14112255-n,سکته قلبی,1.0,0.0,0.75,0
228406,14112255-n,نارسایی عروق کرونر,0.24,0.0,0.75,0
228407,14112255-n,نارسایی قلب,0.89,0.0,0.75,0
228409,14112719-n,نارسایی احتقانی قلب,0.6,0.0,0.75,0
228412,14113228-n,بیماری‌های کلیه,0.24,0.5,0.125,1
228413,14113228-n,اختلال کلیوی,0.24,0.5,0.125,1
228414,14113228-n,نفروپاتی,0.24,0.5,0.125,1
228415,14113228-n,بیماری کلیه که بیشتر لوله‌های کلیوی را مبتلا میکند,0.7,0.5,0.125,1
228417,14113636-n,به عضلات قلب,0.6,0.0,0.75,0
228418,14113636-n,نارسایی قلبی,0.6,0.0,0.75,0
228419,14113798-n,ورم مفردکلیه,0.6,0.0,0.75,0
228420,14114186-n,بیماری کلیه پلی کیستیک,0.6,0.0,0.625,0
228421,14114365-n,ادرار زیاد,0.6,0.0,0.5,0
228422,14114555-n,کلیه شکست,0.24,0.0,0.625,0
228423,14114555-n,نارسایی کلیه,1.0,0.0,0.625,0
228424,14114773-n,نارسایی کلیه,0.6,0.0,0.625,0
228431,14116078-n,نوعی نفریت مویرگ‌های کلیه‌ها,0.6,0.0,0.75,0
228440,14118138-n,دیابت شیرین,0.24,0.0,0.625,0
228441,14118138-n,مرض قند,1.0,0.0,0.625,0
228442,14118423-n,دیابت وابسته به انسولین,0.72,0.0,0.5,0
228443,14118423-n,دیابت نوجوانی شروع,0.24,0.0,0.5,0
228444,14118423-n,جوانان مبتلا به دیابت,0.48,0.0,0.5,0
228445,14118423-n,شروع مرض قند در رشد,1.0,0.0,0.5,0
228446,14118423-n,دیابت مستعد کتوز,0.24,0.0,0.5,0
228447,14118423-n,دیابت مستعد کتواسیدوز,0.24,0.0,0.5,0
228448,14118423-n,خود ایمنی و دیابت,0.48,0.0,0.5,0
228459,14119598-n,کلیوی دیابت بی‌مزه,0.6,0.0,0.625,0
228461,14120096-n,دیابت پنهان,0.24,0.0,0.625,0
228462,14120096-n,مواد شیمیایی دیابت,1.0,0.0,0.625,0
228463,14120310-n,آنژیوادم,0.24,0.0,0.5,0
228464,14120310-n,کهیر غول پیکر,1.0,0.0,0.5,0
228465,14120310-n,دوره ادم,0.24,0.0,0.5,0
228466,14120614-n,لنفادم,0.6,0.0,0.5,0
228470,14121276-n,کم کاری تیروئید,0.6,0.0,0.75,0
228471,14121500-n,خشکی نابهنجار پوست و کند شدن کنش‌وری جسمی و,0.6,0.0,0.625,0
228472,14121667-n,تیروئید که موجب کوتاهی قد و بزرگی سر و پهن‌شدگی بینی و بلاهت,0.6,0.125,0.625,1
228473,14121804-n,اکوندروپلازی,0.6,0.0,0.5,0
228476,14122497-n,انفلوانزا,0.91,0.625,0.125,1
228477,14122497-n,زکام همه جا گیر,0.24,0.625,0.125,1
228488,14123510-n,دیفتری,0.6,0.0,0.75,0
228489,14123759-n,روزئولا اینفانتوم,0.6,0.5,0.375,1
228490,14124070-n,تب مخملک,1.0,0.125,0.5,1
228491,14124070-n,) طب ) تب مخملک,0.24,0.125,0.5,1
228492,14124070-n,تب سرخ,0.35,0.125,0.5,1
228493,14124232-n,موجد ابله در پوست,0.35,0.0,0.5,0
228504,14126293-n,کچلی قارچی سر,0.6,0.25,0.5,1
228516,14128650-n,هیپوگاماگلوبولینمی,0.6,0.0,0.625,0
228526,14129999-n,اسهال خونی,0.6,0.0,0.625,0
228528,14130354-n,تورم کبد,0.6,0.0,0.625,0
228529,14130518-n,هپاتیت‌های ویروسی,0.6,0.0,0.5,0
228530,14130661-n,هپاتیت عفونی,0.6,0.0,0.625,0
228533,14131651-n,سرطان کبد,0.6,0.0,0.625,0
228539,14132829-n,زوستر,0.24,0.0,0.5,0
228549,14133543-n,سوزنک,0.45,0.0,0.625,0
228550,14133543-n,سوزاک,1.0,0.0,0.625,0
228551,14133543-n,اتشک,0.37,0.0,0.625,0
228559,14134482-n,سفلیس ثانویه,0.6,0.0,0.5,0
228561,14134819-n,بیماری دستگاه عصبی همراه با,1.0,0.125,0.5,1
228562,14134819-n,آتاکسی حرکتی,0.24,0.125,0.5,1
228563,14134819-n,معمولا در اثر سفلیس,0.88,0.125,0.5,1
228565,14135277-n,مونو نوکلئوز عفونی,0.86,0.0,0.75,0
228566,14135277-n,مونونوکلئوز,0.43,0.0,0.75,0
228567,14135277-n,تب غدهای,0.43,0.0,0.75,0
228568,14135277-n,بوسیدن بیماری,0.24,0.0,0.75,0
228569,14135277-n,غده تب,0.39,0.0,0.75,0
228570,14136187-n,جذام,1.0,0.0,0.625,0
228571,14136187-n,آکله,0.24,0.0,0.625,0
228575,14137829-n,مننژیت,0.6,0.0,0.625,0
228576,14138178-n,التهاب غدد بناگوشی اپیدمی,0.24,0.25,0.625,1
228577,14138364-n,مننژیت مغزی نخاعی,0.88,0.0,0.5,0
228578,14138364-n,بیماری همه گیر مننژیت,1.0,0.0,0.5,0
228579,14138364-n,تب مغز,0.24,0.0,0.5,0
228580,14138364-n,تب مغزی نخاعی,0.88,0.0,0.5,0
228584,14138691-n,بیماری طاعون,0.24,0.0,0.5,0
228585,14139015-n,طاعون غدهای,0.24,0.0,0.75,0
228586,14139015-n,غده خیارکی,0.62,0.0,0.75,0
228595,14140176-n,پولیومیلیت,0.37,0.0,0.625,0
228596,14140176-n,بیماری فلج اط‌فال,1.0,0.0,0.625,0
228597,14140176-n,فلج اط‌فال,1.0,0.0,0.625,0
228598,14140176-n,حاد قدامی فلج اطفال,0.24,0.0,0.625,0
228599,14140533-n,تب گاز گرفتگی موش,0.6,0.0,0.5,0
228601,14141062-n,تیفوس,1.0,0.5,0.25,1
228602,14141062-n,تب حصبه,0.24,0.5,0.25,1
228603,14141062-n,تیفوسی,0.99,0.5,0.25,1
228604,14141238-n,تیفوس موش,1.0,0.375,0.5,1
228605,14141238-n,تیفوس شهری,0.24,0.375,0.5,1
228606,14141238-n,بومی تیفوس,0.24,0.375,0.5,1
228607,14141490-n,تب و جوش پوست,0.6,0.0,0.625,0
228612,14142207-n,تب سنگر,0.6,0.0,0.625,0
228615,14142768-n,تب روماتیسمی,0.6,0.0,0.875,0
228617,14143239-n,تب ارزنی,0.6,0.5,0.125,1
228621,14143818-n,سل ارزنی,0.6,0.0,0.625,0
228624,14144247-n,سل غدد لنفاوی گردن,0.84,0.125,0.5,1
228625,14144247-n,غمباد,0.7,0.125,0.5,1
228627,14144247-n,مرض خنازیر,0.24,0.125,0.5,1
228628,14144247-n,خنازیر,0.35,0.125,0.5,1
228629,14144247-n,گواتر,0.62,0.125,0.5,1
228631,14144416-n,وابسته به تیفوئید,1.0,0.0,0.5,0
228632,14144416-n,تیفوئید,0.92,0.0,0.5,0
228633,14144416-n,تب روده,0.24,0.0,0.5,0
228634,14144416-n,حصبه,1.0,0.0,0.5,0
228635,14144416-n,مطبقه,0.7,0.0,0.5,0
228643,14145911-n,نفس تنگی,1.0,0.125,0.5,1
228644,14145911-n,حمله آسم,0.24,0.125,0.5,1
228645,14145911-n,تنگی نفس که بعلت انقباض عضلا ت جدارقصبه الریه ایجاد میشود,0.43,0.125,0.5,1
228646,14145911-n,تنگی نفس,1.0,0.125,0.5,1
228647,14369744-n,تنگی نفس,0.73,0.0,0.875,0
228649,14146128-n,بحران آسمی,0.6,0.0,0.75,0
228650,14146273-n,برنشیت,0.6,0.0,0.625,0
228651,14146459-n,برونشیولیت,0.6,0.0,0.625,0
228653,14146774-n,بیماری انسدادی مزمن ریوی,0.6,0.0,0.625,0
228654,14147014-n,کوکسیدیوئیدومایکوزیس,0.6,0.0,0.625,0
228655,14147014-n,تب دره,0.6,0.0,0.625,0
228656,14147014-n,کویر روماتیسم,0.6,0.0,0.625,0
228659,14147627-n,ذاتالریه,0.6,0.0,0.75,0
228663,14148231-n,آماس نایژه و بخش‌هایی,0.24,0.0,0.75,0
228664,14148231-n,ذات الریه برونشی,1.0,0.0,0.75,0
228665,14148231-n,برونش و پنومونی,0.84,0.0,0.75,0
228683,14150363-n,آزبستوز,0.6,0.0,0.5,0
228685,14150612-n,سیلیکوز,0.6,0.0,0.5,0
228686,14150740-n,سندرم دیسترس تنفسی,0.62,0.0,0.75,0
228687,14150740-n,سندرم زجر تنفسی از نوزاد,1.0,0.0,0.75,0
228688,14150740-n,بیماری غشاء هیالین,0.24,0.0,0.75,0
228689,14150740-n,سندرم زجر تنفسی,0.43,0.0,0.75,0
228690,14150740-n,سندرم زجر تنفسی نوزاد,1.0,0.0,0.75,0
228701,14151884-n,پروتئینمی,0.6,0.0,0.75,0
228702,14152279-n,عدم وجود رنگ دانه در بدن,0.6,0.0,0.625,0
228704,14153010-n,کوری رنگ,0.24,0.125,0.75,1
228705,14153010-n,رنگ کوری,0.56,0.125,0.75,1
228706,14153010-n,کوررنگی,0.36,0.125,0.75,1
228707,14153010-n,رنگ چشم انداز کمبود,1.0,0.125,0.75,1
228712,14154168-n,سبزکوری,1.0,0.0,0.625,0
228713,14154168-n,کوری رنگ سبز,0.24,0.0,0.625,0
228714,14154421-n,سرخ‌کوری,1.0,0.125,0.5,1
228715,14154421-n,کوری رنگ قرمز,0.24,0.125,0.5,1
228726,14155834-n,خطای مادرزادی متابولیسم,0.6,0.0,0.5,0
228730,14158179-n,نوروفیبروماتوزیس,0.6,0.0,0.625,0
228738,14160365-n,تحلیل و فاسد عضلانی,1.0,0.125,0.5,1
228741,14162025-n,بیماری اتوزومال غالب,0.6,0.0,0.5,0
228742,14162025-n,اختلال اتوزومال غالب,0.6,0.0,0.5,0
228749,14164341-n,کم‌خونی آپلاستیک,0.24,0.0,0.5,0
228750,14164341-n,آنمی آپلاستیک,1.0,0.0,0.5,0
228765,14167123-n,کم خونی میکروسیتیک,0.6,0.125,0.5,1
228771,14168176-n,مقاوم به درمان کم خونی,1.0,0.25,0.625,1
228772,14168176-n,کم خونی مقاوم,0.24,0.25,0.625,1
228780,14171682-n,بیماری‌های التهابی,0.6,0.222,0.778,1
228781,14172005-n,التهاب معده و روده‌ی,0.6,0.0,0.625,0
228782,14172005-n,آنفلوآنزای معده,0.6,0.0,0.625,0
228783,14172005-n,آنفولانزای روده,0.6,0.0,0.625,0
228785,14172383-n,درد معده,0.6,0.0,0.875,0
228787,14172558-n,بیماری التهابی لگن,1.0,0.0,0.625,0
228788,14172558-n,شناسه فرآیند,0.24,0.0,0.625,0
228794,14173484-n,التهاب گلو,1.0,0.0,0.5,0
228795,14173484-n,خام گلو,0.24,0.0,0.5,0
228796,14173484-n,التهاب حلق,0.86,0.0,0.5,0
228797,14173823-n,اماس چرکدارلوزتین,1.0,0.0,0.625,0
228798,14173823-n,آبسه دور لوزه,0.24,0.0,0.625,0
228799,14174011-n,کفل اسب,0.95,0.0,0.625,0
228801,14175165-n,پزشکی سرایت مرض در اثر امیب,0.24,0.0,0.625,0
228802,14175165-n,آمیبیاز,1.0,0.0,0.625,0
228803,14175313-n,مربوط به امیب اسهال خونی,1.0,0.0,0.625,0
228804,14175313-n,اسهال خونی آمیبی,0.24,0.0,0.625,0
228814,14177210-n,آلودگی به انگل ژیاردیا,0.6,0.0,0.625,0
228823,14178482-n,عفونت‌های فرصت طلب,0.6,0.0,0.625,0
228825,14178913-n,عفونت تک یاختگان,0.6,0.0,0.5,0
228829,14179839-n,ذات الریه ویروسی,0.6,0.0,0.5,0
228839,14181187-n,لیشمانیوز جلدی,0.6,0.0,0.5,0
228840,14181187-n,شرقی درد,0.6,0.0,0.5,0
228841,14181187-n,گرمسیری درد,0.6,0.0,0.5,0
228853,14184254-n,گندیدن,0.24,0.0,0.5,0
228855,14184608-n,شیگلوز,0.6,0.5,0.375,1
228887,14188702-n,اماس مثانه,0.6,0.0,0.75,0
228890,14189204-n,بیماری‌های خون,0.24,0.0,0.625,0
228891,14189204-n,اختلال خون,0.24,0.0,0.625,0
228892,14189837-n,مسمومیت خون,0.24,0.5,0.0,1
228896,14189837-n,گندخونی,0.74,0.5,0.0,1
228897,14189837-n,عفونت خون بوسیله ارگانیسم‌های چرکی,1.0,0.5,0.0,1
228898,14190284-n,بیماری ازن,0.6,0.625,0.0,1
228907,14191442-n,پره اکلامپسی,0.24,0.0,0.5,0
228908,14191442-n,بروز پره اکلامپسی,1.0,0.0,0.5,0
228909,14191756-n,اریتروبلاستوز,0.6,0.125,0.625,1
228911,14192034-n,هموگلوبینوپاتی,0.6,0.0,0.625,0
228912,14192034-n,هموگلوبینوپاتی‌ها,0.6,0.0,0.625,0
228915,14192790-n,هیستیوسیتوز,0.6,0.125,0.625,1
228922,14194183-n,عدم تحمل لیزین,0.6,0.0,0.625,0
228927,14372738-n,فقرالدم,0.14,0.5,0.25,1
228942,14197099-n,میکروسیتوز,0.6,0.0,0.5,0
228943,14197315-n,پلی سیتمی,0.6,0.0,0.5,0
228944,14197468-n,لکه‌های خونریزی زیر پوست,0.6,0.0,0.5,0
228956,14199264-n,بری‌بری,0.6,0.0,0.5,0
228959,14199700-n,سوءتغذیه,0.6,0.0,0.75,0
228960,14199934-n,دیسترفی تغذیهای,0.6,0.0,0.75,0
228961,14200098-n,قارچ کوچک سفید هاگ,0.6,0.0,0.625,0
228965,14200704-n,کمبود روی,0.6,0.0,0.75,0
228966,14200873-n,یکجور ناخوشی که پوست را می ترکاندو بساک ه انسانرابدیوانگی می کشاند,1.0,0.0,0.75,0
228967,14200873-n,سوء روسو,0.24,0.0,0.75,0
228968,14201311-n,نرمی استخوان,1.0,0.0,0.75,0
228970,14201311-n,اماس یا ورم مهره پشت,0.14,0.0,0.75,0
228971,14354642-n,اماس یا ورم مهره پشت,0.6,0.0,0.625,0
228988,14204253-n,گرمازدگی,1.0,0.0,0.5,0
228991,14204253-n,سجده حرارت,0.24,0.0,0.5,0
228999,14206929-n,هموکروماتوز,1.0,0.0,0.625,0
229000,14206929-n,بیماری ذخیره آهن,0.56,0.0,0.625,0
229001,14206929-n,تجمع بیش از حد آهن,1.0,0.0,0.625,0
229002,14206929-n,دیابت برنزه,0.24,0.0,0.625,0
229003,14206929-n,اضافه بار آهن,0.56,0.0,0.625,0
229006,14207388-n,هموکروماتوز مشخص نشدهاند به دست آورد,0.6,0.0,0.5,0
229010,14208438-n,بیماری عصب,0.6,0.125,0.5,1
229012,14209201-n,ناخوشی ماهیچه,0.6,0.125,0.75,1
229030,14212402-n,زخم گوارشی,0.24,0.0,0.625,0
229031,14212402-n,زخم معده,1.0,0.0,0.625,0
229032,14212579-n,زخم اثنی عشر,0.6,0.0,0.625,0
229044,14215199-n,برامدگی جناغ سینه,1.0,0.0,0.5,0
229045,14215199-n,سینه کفتری,0.62,0.0,0.5,0
229071,14217897-n,سوختگی برگ,0.6,0.0,0.5,0
229073,14218158-n,سوزن سوختگی,0.6,0.0,0.5,0
229074,14218158-n,سوزن بازیگران,0.6,0.0,0.5,0
229075,14218158-n,برگ گری,0.6,0.0,0.5,0
229113,14222112-n,جوش صورت و پوست,0.6,0.0,0.625,0
229117,14222685-n,درماتیت اکتینیک,0.6,0.0,0.5,0
229118,14222788-n,درماتیت آتوپیک,0.6,0.5,0.25,1
229119,14222788-n,اگزمای آتوپیک,0.6,0.5,0.25,1
229126,14224757-n,اماس پوست,0.6,0.0,0.5,0
229132,14226303-n,التهاب پوست,0.6,0.0,0.75,0
229134,14226709-n,اریتم ندوزوم,0.6,0.125,0.5,1
229138,14227488-n,تجمع چند کورک,0.6,0.25,0.5,1
229141,14228148-n,شاخی شدن پوست و غیره,0.6,0.0,0.5,0
229143,14228885-n,کراتوز پیلاریس,0.6,0.0,0.625,0
229144,14229067-n,کراتوز سبورئیک,0.6,0.0,0.5,0
229147,14230083-n,سیاهی غیر طبیعی پوست,0.24,0.0,0.5,0
229148,14230083-n,سیاهی غیر ط‌بیعی بشره,1.0,0.0,0.5,0
229149,14230083-n,سیاه چردگی,0.57,0.0,0.5,0
229150,14230800-n,نفاط,0.6,0.0,0.5,0
229151,14231022-n,دام‌پزشکی بیماری پوستی که موجب پوسته پوسته شدن‌یا,0.6,0.0,0.5,0
229154,14231640-n,مرض خارش پوست,0.6,0.0,0.625,0
229156,14232299-n,حمره,0.6,0.0,0.625,0
229162,14233717-n,متعدد وجود لکههای زرد غیر منظم در زیر پوست,1.0,0.0,0.5,0
229163,14233717-n,چربی گرانولوماتوز,0.24,0.0,0.5,0
229164,14233717-n,لیپوئید گرانولوماتوز,0.47,0.0,0.5,0
229165,14234317-n,برامدگی استخوان,0.6,0.0,0.5,0
229171,14271015-n,تومور,0.6,0.0,0.5,0
229187,14318819-n,گوشت نو,0.6,0.0,0.625,0
229193,14238639-n,گرانولوم,0.6,0.0,0.75,0
229206,14240487-n,کندروسارکوم,0.6,0.0,0.5,0
229217,14242922-n,لوسمی,0.24,0.125,0.5,1
229218,14242922-n,سرطان خون,1.0,0.125,0.5,1
229241,14247035-n,سرطان در محل,0.6,0.0,0.625,0
229288,14252864-n,بیماری‌های چشم,0.6,0.5,0.0,1
229290,14254102-n,ضعف و فساد استخوان آرواره و ایجاد تاول در ریه و روده‌ها و غیره,0.6,0.0,0.5,0
229307,14257377-n,تراخم,0.6,0.0,0.625,0
229310,14257687-n,ورم غده,0.6,0.0,0.5,0
229314,14258293-n,ورم ائورت,0.6,0.0,0.625,0
229315,14258512-n,اماس اپاندیس,0.6,0.0,0.625,0
229316,14258609-n,اماس شریان,0.6,0.0,0.75,0
229317,14258957-n,بیماری بدون نبض,0.6,0.0,0.625,0
229318,14259133-n,آرتریت تمپورال,0.6,0.0,0.625,0
229319,14259320-n,رمد,0.24,0.0,0.875,0
229320,14259320-n,اماس چشم,1.0,0.0,0.875,0
229327,14260550-n,پنومونی آسپیراسیون,0.6,0.0,0.75,0
229330,14261244-n,اماس پلک,0.6,0.0,0.875,0
229337,14262045-n,چشمی سینه ناو,0.6,0.0,0.5,0
229341,14262882-n,پزشکی ابله گاوی,0.24,0.0,0.625,0
229342,14263280-n,سپتی سمی هموراژیک,1.0,0.25,0.625,1
229343,14263280-n,پاستورلا,0.24,0.25,0.625,1
229344,14263562-n,مرغ وبا,0.6,0.0,0.5,0
229345,14263753-n,مرغان آفت,0.6,0.5,0.0,1
229346,14263944-n,گراز وبا,0.6,0.625,0.0,1
229348,14264352-n,اسب کج خلقی,0.24,0.125,0.75,1
229349,14264352-n,گلودرد و زکام,0.97,0.125,0.75,1
229355,14265006-n,بیماری‌های سیاه و سفید,1.0,0.0,0.5,0
229356,14265006-n,پوسیدگی گوسفند,0.24,0.0,0.5,0
229357,14265006-n,پوسیدگی کبد,0.24,0.0,0.5,0
229358,14265205-n,سراجه,0.6,0.0,0.5,0
229359,14265350-n,پلپیک,0.24,0.0,0.5,0
229360,14265350-n,یلپپیک,1.0,0.0,0.5,0
229362,14265958-n,ادرارالبومینی,1.0,0.0,0.5,0
229363,14265958-n,پروتئینوری,0.24,0.0,0.5,0
229364,14265958-n,وجود آلبومین در ادرار,0.32,0.0,0.5,0
229368,14267722-n,قندپیشاب,0.6,0.5,0.125,1
229372,14268871-n,هیپوکلسمی,0.6,0.0,0.75,0
229377,14269772-n,هیپوکالمی,0.6,0.0,0.5,0
229378,14271173-n,هیپوناترمی,0.6,0.0,0.5,0
229379,14271480-n,کتون ادراری,0.6,0.0,0.5,0
229385,14271920-n,پیشاب خونی,0.6,0.25,0.5,1
229387,14272141-n,وبای گاو,1.0,0.25,0.625,1
229388,14272141-n,طاعون گاو,0.24,0.25,0.625,1
229389,14272141-n,گاومرگی,0.47,0.25,0.625,1
229399,14273601-n,تب سجروئه,0.6,0.125,0.625,1
229400,14273860-n,بیماری مجنون,0.24,0.0,0.625,0
229401,14273860-n,نوعی بیماری اسب و دام,1.0,0.0,0.625,0
229402,14273860-n,دامپزشکی نوعی بیماری اسب ودام,0.27,0.0,0.625,0
229404,14274451-n,شبکوری,0.35,0.0,0.625,0
229408,14275240-n,حملات مکرر توام با تیراندازی به دشمن بستوه اوردن دشمن,1.0,0.0,0.625,0
229418,01924882-v,تلو تلو خوردن,1.0,0.0,0.5,0
229428,14277833-n,سفید زنگ کاج,0.24,0.0,0.75,0
229429,14277833-n,زنگ کاج  تاول سفید,1.0,0.0,0.75,0
229430,14277833-n,کاج سفید تاول زنگ,0.48,0.0,0.75,0
229432,14278360-n,پوسیدگی سیاه و سفید,0.6,0.0,0.5,0
229434,14278642-n,پوسیدگی پایین,0.6,0.0,0.5,0
229435,14278773-n,پوسیدگی قهوهای,0.6,0.125,0.5,1
229456,14281851-n,زگیل سیب زمینی,0.6,0.0,0.5,0
229457,14281992-n,پوسیدگی ریشه,0.6,0.0,0.625,0
229458,14282258-n,برگ تاول,0.6,0.0,0.5,0
229461,14283178-n,بیماری پژمردگی,0.24,0.0,0.625,0
229467,14284688-n,کوتوله زرد,0.6,0.125,0.5,1
229474,14287995-n,ضربه تولد,0.6,0.0,0.5,0
229480,14287741-n,نیش زنبور عسل,0.6,0.25,0.5,1
229481,14287904-n,نیش پشه,0.6,0.125,0.5,1
229496,14291173-n,سوختگی درجه اول,0.6,0.0,0.5,0
229497,14291295-n,سوختگی درجه دوم,0.6,0.0,0.75,0
229505,14293352-n,خستگی شکستگی,0.6,0.25,0.5,1
229506,14293352-n,استرس شکستگی,0.6,0.25,0.5,1
229507,14293505-n,شکستگی خط مو,1.0,0.0,0.625,0
229508,14293505-n,شکستگی مویرگی,0.24,0.0,0.625,0
229510,14293840-n,ناقص شکستگی,0.6,0.0,0.625,0
229512,14294117-n,شکستگی ساده,1.0,0.0,0.5,0
229513,14294117-n,شکستگی بسته,0.24,0.0,0.5,0
229535,14298420-n,هر چیزی شبیه شلاق,1.0,0.0,0.5,0
229541,14302261-n,وقفه یا عدم جریان عادت ماهانه‌ی زنان به علتی سوای,0.24,0.0,0.625,0
229542,14302261-n,جبس ط‌مث,1.0,0.0,0.625,0
229543,14302261-n,حبس عادت,0.92,0.0,0.625,0
229548,14303249-n,دوای‌مدر,0.6,0.0,0.625,0
229556,14305990-n,اسهال منطقهای,0.24,0.0,0.625,0
229557,14305990-n,اماس روده دراز منطقهای,1.0,0.0,0.625,0
229558,14306245-n,سندرم روده تحریک پذیر,0.79,0.0,0.5,0
229559,14306245-n,مبتلا به فلج تشنجی روده بزرگ,1.0,0.0,0.5,0
229560,14306245-n,کولیت مخاطی,0.24,0.0,0.5,0
229561,14306802-n,کولیت اولسراتیو,0.6,0.0,0.625,0
229563,14307468-n,حمله خواب,0.6,0.0,0.625,0
229565,14308168-n,سندرم فانتوم اندام,0.6,0.0,0.75,0
229569,14309394-n,سندرم پاهای بی‌قرار,1.0,0.0,0.5,0
229570,14309394-n,پاهای بی‌قرار,0.24,0.0,0.5,0
229572,14310292-n,سندرم مرگ ناگهانی نوزاد,1.0,0.625,0.25,1
229573,14310292-n,مرگ نوزاد,0.24,0.625,0.25,1
229574,14310292-n,فاحشه خانه از مرگ,0.96,0.625,0.25,1
229575,14310292-n,مرگ تختخواب تاشو,0.72,0.625,0.25,1
229576,14310292-n,مرگ فاحشه خانه,0.72,0.625,0.25,1
229577,14310292-n,تخت از مرگ,0.48,0.625,0.25,1
229578,14310292-n,ناگهانی سندرم مرگ نوزاد,0.96,0.625,0.25,1
229579,14310504-n,کزاز عضلات,1.0,0.0,0.875,0
229580,14310504-n,کزاز متناوب,0.24,0.0,0.875,0
229581,14310504-n,متناوب گرفتگی عضلات,0.72,0.0,0.875,0
229583,14311709-n,ادم بیکار,0.35,0.0,0.625,0
229592,14312889-n,تاول خون,0.6,0.0,0.5,0
229619,00361797-v,بادکردن,0.6,0.0,0.75,0
229621,14315722-n,خیارک,0.6,0.0,0.875,0
229622,14315897-n,ورم تقریبا شدید,0.6,0.0,0.5,0
229631,14318714-n,دمل خونی,0.81,0.0,0.625,0
229632,14318030-n,ورم غده‌های لنفاوی,0.6,0.0,0.5,0
229635,14318714-n,توموریاغده محتوی خون خارج شده از رگها,0.24,0.0,0.625,0
229636,14318714-n,ورم خونی,1.0,0.0,0.625,0
229637,14318714-n,هماتوم,1.0,0.0,0.625,0
229641,14319454-n,کم قند خونی,1.0,0.0,0.625,0
229642,14319454-n,هیپوگلیسمی,0.24,0.0,0.625,0
